IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,Reference,Alloclinus_holderi,Centrostephanus_coronatus,Coryphopterus_nicholsi,Cypraea_spadicea,Eisenia_arborea,Laminaria_farlowii,Lithopoma_gibberosa,Lythrypnus_dalli,Megastraea_undosa,Parastichopus_parvimensis,Patiria_miniata,Pterygophora_californica,Strongylocentrotus_franciscanus,Strongylocentrotus_purpuratus,Styela_montereyensis,Tegula_regina,Macrocystis_pyrifera,Pisaster_giganteus,Sargassum_horneri,Pisaster_ochraceus,Aplysia_californica,Crassedoma_giganteum,Haliotis_corrugata,Haliotis_fulgens,Haliotis_rufescens,Kelletia_kelletii,Lophogorgia_chilensis,Lytechinus_anamesus,Megathura_crenulata,Muricea_californica,Muricea_fruticosa,Panulirus_interruptus,Pycnopodia_helianthoides,Stylaster_californicus,Tethya_aurantia,Urticina_lofotensis,Haliotis_assimilis,Cryptochiton_stelleri,Haliotis_sorenseni,Undaria_pinnatifida,Mean_ONI_ANOM
SC,Santa Cruz Island,PP,Potato Pasture,2010,Inside,TRUE,0.0417,0.4167,0.4167,0,0.9375,0,0,0.0833,0.1667,1.125,0.9167,0,2.375,13.75,0,0.125,0.1375,0.075,0,0,0.0049,0.041,0,0,0,0.0063,0.0792,0.0187,0.0257,0.0021,0,0.0056,0,0,0.0667,0,0,0,0,0,-0.4616666666666666
SC,Santa Cruz Island,PP,Potato Pasture,2011,Inside,TRUE,0.125,0,0.9167,0.2083,0.2292,0,0,0,0.2917,1,1.9167,0,4,40.2917,0,0.125,0.03,0.17,0,0,0.0257,0.0375,0,0,0,0.0056,0.0757,0.0757,0.0201,0.0021,0,0.0049,0,0,0.0604,0,0,0,0,0,-0.8391666666666666
SC,Santa Cruz Island,PP,Potato Pasture,2012,Inside,TRUE,0,0.125,1.375,0.0417,0.1667,0,0.0417,0,0,0.7917,1.7917,0,3.0833,22.4167,0,0.0833,0.0125,0.155,0,0.02,0.0069,0.0201,0,0,0,0.0111,0.0681,0.0257,0.0187,0.0014,0,0.0049,0,0,0.0924,0,0,0,0,0,-0.11416666666666667
SC,Santa Cruz Island,PP,Potato Pasture,2013,Inside,TRUE,0,0.125,1.4167,0.0833,0.4792,0.0625,0.125,0,0.0833,1.5833,0.875,0,4.4167,24.5417,0,0.25,0.01,0.1,0.0125,0.015,0.0125,0.0368,0,0,0,0.0028,0.0639,0.0042,0.0187,7e-4,0,0.0069,0,0,0.0785,0,0,0,0,0,-0.29333333333333333
SC,Santa Cruz Island,PP,Potato Pasture,2014,Inside,TRUE,0.7917,0.2917,1.0417,0.375,5.0833,0.375,0,0,0.0833,1.0833,0.5833,0,1.6667,14.375,0,0.3333,0.0875,0.0014,2.4425,0,0.0208,0.0285,0,0,0,0.025,0.0549,0.0174,0.0076,0,0,0.0139,0,0,0.0778,0,0,0,0,0,0.13999999999999999
SC,Santa Cruz Island,PP,Potato Pasture,2015,Inside,TRUE,0.3333,1.0417,0.125,0.125,4.2292,0.2083,0,0.6667,0.0833,0.6667,0.0417,0,0.3333,2.0833,0,0.125,0.2525,0,22.265,0,0.0167,0.0833,0,0,0,0.0111,0.0403,7e-4,7e-4,0.0014,0,0.0153,0,0,0.025,0,0,0,0,0,1.485
SC,Santa Cruz Island,PP,Potato Pasture,2016,Inside,TRUE,0.3333,1.125,0.0833,0,3.0833,0,0,1.25,0.75,0.7083,0,0,0.2083,0.5,0,0.0417,0.19,7e-4,34.24,0,0.0125,0.0576,0,0,0,0.0375,0.0215,0,7e-4,0.0014,0,0.016,0,0,0.0153,0,0,0,0,0,0.35666666666666663
SC,Santa Cruz Island,PP,Potato Pasture,2017,Inside,TRUE,0.125,0.5,0,0.0417,3.25,0,0,0.375,0.25,0.5833,0.1667,0,0.2917,0.5833,0,0,0.4225,0,7.265,0,7e-4,0.0333,0,0,0,0.0604,0.0076,0.0806,0,7e-4,0,0.0118,0,0,0.0208,0,0,0,0,0,-0.17666666666666667
SC,Santa Cruz Island,PP,Potato Pasture,2018,Inside,TRUE,1.3333,0.25,0.0417,0.0833,2.1667,0,0,1.875,0.25,0.5,0.25,0,0.5,2.2917,0,0.125,0.25,0,1.035,0,0,0.0785,7e-4,0,0,0.025,0.0056,7e-4,0,0.0021,0,0.0306,0,0,0.0028,7e-4,0,0,0,0,0.039999999999999994
SC,Santa Cruz Island,PP,Potato Pasture,2019,Inside,TRUE,0.2917,0.3333,0,0.0833,2.1667,1.3333,0,0,0.3333,0.75,0.1667,0,0.2083,0.75,0,0,1.315,7e-4,0.135,0,0.0028,0.0646,0,0,0,0.034,0.0132,0.0042,0,0.0014,0,0.0104,0,0,0.0021,0,0,0,0,0,0.75
SC,Santa Cruz Island,CVP,Cavern Point,2005,Inside,TRUE,0.5,0.2917,3.125,0.0417,0,0,0,0,0.125,1.125,0.2083,0,3.5,32.8333,0,0,0,0.025,0,0,0.0139,0.1743,0,0,0,7e-4,0.1389,0.009,0.0437,0.0014,0,7e-4,0,0,0.0243,0,0,0,0,0,0.04166666666666667
SC,Santa Cruz Island,CVP,Cavern Point,2006,Inside,TRUE,0.125,0.2917,0.5833,0,0,0,0,0,0.2917,1.3333,0.6667,0,4.7083,31.875,0,0,0,0.065,0,0,0.0028,0.1132,0,0,0,0,0.1111,0,0.0562,7e-4,7e-4,0.0021,0.0014,0,0.0194,0,0,0,0,0,0.11416666666666668
SC,Santa Cruz Island,CVP,Cavern Point,2007,Inside,TRUE,0.125,0.1667,0.4583,0.1667,0.0208,0,0,0.0833,0.0417,1.2083,0.2083,0,2.7083,28.1667,0,0.0833,0,0.06,0,0,0.0417,0.1264,0,0,0,7e-4,0.1146,0.0215,0.091,0.0014,0,0,0,0,0.0368,0,0,0,0,0,-0.5908333333333333
SC,Santa Cruz Island,CVP,Cavern Point,2008,Inside,TRUE,0.4583,0.125,1.0833,0.0417,0,0,0,0,0.0833,1.5,0.6667,0,2.0417,30.5833,0,0.0417,0,0.06,0,0,0.0111,0.0854,0,0,0,0,0.1292,7e-4,0.0896,0.0042,7e-4,7e-4,7e-4,0,0.0375,0,0,0,0,0,-0.7583333333333333
SC,Santa Cruz Island,CVP,Cavern Point,2009,Inside,TRUE,0.125,0.1667,2.375,0.0417,0.0208,0,0,0.7917,0,1.875,0.8333,0,1.9167,16.875,0,0,0,0.145,0,0,0.0167,0.0861,0,0,0,7e-4,0.1312,0,0.0694,0.0035,0,0.0014,0,0,0.0597,0,0,0,0,0,0.3125
SC,Santa Cruz Island,CVP,Cavern Point,2010,Inside,TRUE,0,0.1667,0.875,0,1.75,0,0,0,0.1667,1.4583,0.5417,0.0417,1.375,12.9583,0,0.0417,0.35,0.09,1.4325,0,0.0181,0.0569,0,0,0,0.0021,0.1097,0.0111,0.0201,0.0021,7e-4,0.0069,0,0,0.0486,0,0,0,0,0,-0.4616666666666666
SC,Santa Cruz Island,CVP,Cavern Point,2011,Inside,TRUE,0.0417,0,0.625,0.0833,1.6042,0.0208,0,0,0.0417,1.5833,0.5,0.0208,1.1667,17.5417,0,0,0.2525,0.1,5.605,0,0.0076,0.0806,0,0,0,0,0.1083,0.0056,0.0319,0.0021,0,0.0035,0,0,0.0701,0,0,0,0,0,-0.8391666666666666
SC,Santa Cruz Island,CVP,Cavern Point,2012,Inside,TRUE,0,0,1.2083,0.0417,0.8958,0,0,0,0.2083,1.4167,0.75,0,3.375,26.625,0,0,0.1875,0.12,0.985,0,0,0.0632,0,0,0,0.0042,0.0924,7e-4,0.0243,0.0021,0,0.0076,0,0,0.0708,0,0,0,0,0,-0.11416666666666667
SC,Santa Cruz Island,CVP,Cavern Point,2013,Inside,TRUE,0,0,0.5,0.0417,2.5625,0,0,0,0.125,0.5,0,0,4.25,18.9167,0,0.2917,0.31,0.15,5.5575,0.005,0,0.1479,0,0,0,0.0069,0.0951,0,0.009,0.0028,0,0.0118,0,0,0.0806,0,0,0,0,0,-0.29333333333333333
SC,Santa Cruz Island,CVP,Cavern Point,2014,Inside,TRUE,0.0417,0.125,0.6667,0,1.0625,0.0208,0,0,0.0833,1.5417,0.0417,0,4.25,10.9167,0,0.0417,0.305,0.0042,2.2875,7e-4,0,0.0715,0,0,0,0.0049,0.0771,0.0014,0.0063,0.0021,0,0.0083,0,0,0.1014,0,0,0,0,0,0.13999999999999999
SC,Santa Cruz Island,CVP,Cavern Point,2015,Inside,TRUE,0.0417,0.4167,0.25,0.0417,1.4167,0,0.0417,0.1667,0.0833,1.3333,0.0417,0,3.375,4.4167,0,0,0.18,0,3.81,0,0,0.1347,0,0,0,0.0076,0.0854,0,0,7e-4,7e-4,0.0104,0,0,0.0326,0,0,0,0,0,1.485
SC,Santa Cruz Island,CVP,Cavern Point,2016,Inside,TRUE,0.1667,0.9583,0,0.0833,2.4375,0.0833,0.0417,3.5833,0.0833,0.75,0,0,0.8333,0.6667,0,0,0.27,0,1.955,0,0.0021,0.0194,0,0,0,0.009,0.0528,7e-4,0,0.0021,7e-4,0.0076,0,0,0.0125,0,0,0,0,0,0.35666666666666663
SC,Santa Cruz Island,CVP,Cavern Point,2017,Inside,TRUE,0.2917,0.5833,0,0.0833,2.1875,0,0,1.625,0.2917,0.9167,0,0,0.9167,1.0833,0,0,0.19,0,3.355,0,0,0.0208,7e-4,0,0,0.0201,0.0347,0.1604,0,7e-4,0,0.0035,0,0,0.009,0,0,0,0,0,-0.17666666666666667
SC,Santa Cruz Island,CVP,Cavern Point,2018,Inside,TRUE,0.625,0.2917,0,0.125,0.1875,0.2917,0,1.4583,0.0417,1.0417,0.0417,0,0.5833,0.9583,0,0,0.195,0.0014,0.8175,0,0,0.0167,0,0,0,0.0611,0.0472,0.0431,0,7e-4,0,0.0028,0,0,7e-4,0,0,0,0,0,0.039999999999999994
SC,Santa Cruz Island,CVP,Cavern Point,2019,Inside,TRUE,0.625,0.1667,0,0,2.4375,0.3125,0,0.5417,0.2083,0.625,0.0417,0,0.7083,0.875,0,0,0.9,7e-4,0.2375,0,0.0014,0.0396,0.0014,0,0,0.0215,0.0444,0.0028,0,7e-4,0,0.0201,0,0,0.0021,0,0,0,0,0,0.75
SC,Santa Cruz Island,LS,Little Scorpion,2005,Outside,TRUE,0.25,0.0417,3.4167,0.125,0,0,0,0,0.0833,0.4583,0.4167,0,6.2917,12.0417,0,0,0,0.05,0,0,0.0146,0.1181,0,0,0,0.0167,0.0583,0,0.1097,0,0,7e-4,7e-4,0,0.0042,0,0,0,0,0,0.04166666666666667
SC,Santa Cruz Island,LS,Little Scorpion,2006,Outside,TRUE,0.0833,0.0833,3.0833,0.2083,0,0,0,0,0.0417,0.25,0.6667,0,4.625,10.625,0,0,0,0.11,0,0,0,0.0472,0,0,0,0.0292,0.066,0.1153,0.1139,0,0,0,0.0014,0,0.0063,0,0,0,0,0,0.11416666666666668
SC,Santa Cruz Island,LS,Little Scorpion,2007,Outside,TRUE,0.2083,0,3.75,0.0833,0,0,0,0.0833,0.125,0.4167,1.0417,0,5.875,10.8333,0,0.0833,0,0.09,0,0,0.0139,0.0292,0,0,0,0.0285,0.0653,0.0292,0.2438,0,0,7e-4,0,0,0.0083,0,0,0,0,0,-0.5908333333333333
SC,Santa Cruz Island,LS,Little Scorpion,2008,Outside,TRUE,0.0417,0.1667,0.9583,0.0417,0,0,0,0,0.125,0.5,1.7083,0,5.0417,10.8333,0,0.0833,0,0.145,0,0,0.0125,0.016,0,0,0,0.0139,0.0556,0.0535,0.2535,0,0,0.0028,0,0,0.0083,0,0,0,0,0,-0.7583333333333333
SC,Santa Cruz Island,LS,Little Scorpion,2009,Outside,TRUE,0.0417,0,3,0.125,0,0,0,1,0.125,0.2917,1.625,0,5.2917,9.4167,0,0.0833,0,0.1,0,0,0.0167,0.0222,0,0,0,0.0139,0.0542,0.0049,0.1854,7e-4,0,0.0014,0,0,0.0069,0,0,0,0,0,0.3125
SC,Santa Cruz Island,LS,Little Scorpion,2010,Outside,TRUE,0,0,2.0417,0,0,0,0,0.5417,0.375,0.3333,2.7083,0,4.7917,13.375,0,0.0833,0,0.31,0,0,0.0049,0.0097,0,0,0,0.0063,0.0646,0.1667,0.2403,0,0,7e-4,0,0,0.0208,0,0,0,0,0,-0.4616666666666666
SC,Santa Cruz Island,LS,Little Scorpion,2011,Outside,TRUE,0,0,4.0417,0.125,0,0,0,0,0.1667,0.3333,2.4167,0,9.6667,24.6667,0,0.125,0,0.17,0,0,0.0042,0.0146,0,0,0,0.0035,0.0514,0.7396,0.2139,0,0,0,0,0,0.0264,0,0,0,0,0,-0.8391666666666666
SC,Santa Cruz Island,LS,Little Scorpion,2012,Outside,TRUE,0,0,2.9167,0.4583,0.0208,0,0,0,0.2083,0.5,2.9583,0,15.1667,34.5417,0,0.1667,0,0.245,0,0.005,0,0.0076,0,0,7e-4,0.0014,0.0444,0.4646,0.2347,0,0,0,0,0,0.0229,0,0,0,0,0,-0.11416666666666667
SC,Santa Cruz Island,LS,Little Scorpion,2013,Outside,TRUE,0,0.0417,2.4167,0.2917,0,0,0,0.0833,0,0.2083,1.4167,0,14.5833,30.75,0,0.125,0,0.095,0,0.005,0.0014,0.0042,0,0,0,0.0021,0.05,0.0924,0.1139,7e-4,0,0,0,0,0.0194,0,0,0,0,0,-0.29333333333333333
SC,Santa Cruz Island,LS,Little Scorpion,2014,Outside,TRUE,0,0,1.1667,0.125,0,0,0.0417,0,0.0833,0.25,2.7083,0,16.75,23.2083,0,0,0,0,0,0,0.0014,0.0028,0,7e-4,0,0.0028,0.034,0.0694,0.066,7e-4,0,0,0,0,0.0111,0,0,0,0,0,0.13999999999999999
SC,Santa Cruz Island,LS,Little Scorpion,2015,Outside,TRUE,0,0.0417,1.2917,0.2917,0,0,0,0.5833,0.5,0,0.125,0,10.2917,14.3333,0,0.0833,0,0,0.0075,0,0.0333,0.0424,0,0,0,0.0347,0.05,0.0181,0.0868,0,0,0,0,0,0.0056,0,0,0,0,0,1.485
SC,Santa Cruz Island,LS,Little Scorpion,2016,Outside,TRUE,0.0417,0.5,0.2917,0.1667,0.2083,0,0,4.625,1.5833,0,0.1667,0,2.7917,5,0,0.0417,0,7e-4,0.3425,0,0.0083,0.0167,0,0,0,0.041,0.0437,7e-4,0.0778,7e-4,0,0.0014,0,0,0.0014,0,0,0,0,0,0.35666666666666663
SC,Santa Cruz Island,LS,Little Scorpion,2017,Outside,TRUE,0.125,0.2083,1.125,0.125,0,0,0.0417,3.1667,1.7917,0.125,0.875,0,3.1667,5.5833,0,0.25,0,0,2.245,0,0.0194,0.066,0,0,0,0.016,0.0458,2.4333,0.0979,7e-4,0,0.0028,0,0,0.0021,0,0,0,0,0,-0.17666666666666667
SC,Santa Cruz Island,LS,Little Scorpion,2018,Outside,TRUE,0.7917,0.125,0.2083,0,0,0,0,4.6667,3.75,0,0,0,3.75,8.0417,0,0.0833,0,0,0.7375,0,0.0118,0.0625,0,0,0,0.0486,0.0361,0.6896,0.0826,0,0,0.0049,0,0,0,0,0,0,0,0,0.039999999999999994
SC,Santa Cruz Island,LS,Little Scorpion,2019,Outside,TRUE,0.5417,0.25,0.0833,0.25,0,0.0417,0,3.4167,4.4167,0.1667,1.9167,0,4.1667,3.5,0,0,0,7e-4,6.8325,0,0.0562,0.0771,0,0,0,0.0757,0.0444,0.5764,0.0063,0,0,0.0014,0,0,7e-4,0,0,0,0,0,0.75
SC,Santa Cruz Island,PRF,Pedro Reef,2005,Outside,TRUE,0,0.25,2.0417,0.125,0,0,0,0,1.2917,0.125,0.25,0,5.875,47.9583,0,0,0,0.035,0,0,0.0153,0.0444,0,0,0,0.0514,0.1931,0.0528,0.0132,0.0028,0,0,0,0,0.0319,0,0,0,0,0,0.04166666666666667
SC,Santa Cruz Island,PRF,Pedro Reef,2006,Outside,TRUE,0,0.0833,1.75,0.4167,0,0,0,0.0417,1.5417,0.25,0.125,0,11.4167,60,0,0.0833,0,0.015,0,0,0.0201,0.0326,0,0,0,0.0167,0.1465,0.1181,0.0167,0.0021,0.0014,0,0,0,0.0326,0,0,0,0,0,0.11416666666666668
SC,Santa Cruz Island,PRF,Pedro Reef,2007,Outside,TRUE,0,0.0833,3.6667,0.0417,0,0,0,0,1,0.0833,0.125,0,7.4583,49.1667,0,0,0,0.045,0,0,0.0132,0.0222,0,0,0,0.0021,0.1396,0.4285,0.0326,0.0028,0,7e-4,0,0,0.0431,0,0,0,0,0,-0.5908333333333333
SC,Santa Cruz Island,PRF,Pedro Reef,2008,Outside,TRUE,0,0.1667,1.2083,0.875,0,0,0,0,0.6667,0.5,0.625,0,8.5417,59.25,0,0,0,0.05,0,0,0.0181,0.0056,0,0,0,0.0021,0.1431,0.3167,0.0285,0.0042,7e-4,0,7e-4,0,0.075,0,0,0,0,0,-0.7583333333333333
SC,Santa Cruz Island,PRF,Pedro Reef,2009,Outside,TRUE,0,0,2.6667,0.25,0,0,0,0.0417,0.0417,0.2917,0.625,0,11.4583,74.375,0,0,0,0.07,0,0,0.0361,0.0035,0,0,0,0.0021,0.1437,0.1229,0.041,0.0035,0.0014,0,0,0,0.05,0,0,0,0,0,0.3125
SC,Santa Cruz Island,PRF,Pedro Reef,2010,Outside,TRUE,0,0.125,1.625,0.2083,0,0,0,0,0.3333,0.0833,0.5417,0,12.5833,69.4583,0,0,0,0.11,0,0,0.0396,0.0083,0,0,0,0.0028,0.1368,0.3417,0.0403,0.0028,0,0,0.0021,0,0.0882,0,0,0,0,0,-0.4616666666666666
SC,Santa Cruz Island,PRF,Pedro Reef,2011,Outside,TRUE,0,0.0417,3.3333,0.25,0,0,0,0,0.7083,0.125,1.0833,0,24.2083,133.875,0,0,0.0025,0.14,0,0,0.0424,0.0174,0,0,0,0.0042,0.1431,0.6035,0.0361,0.0035,0,0,0,0,0.075,0,0,0,0,0,-0.8391666666666666
SC,Santa Cruz Island,PRF,Pedro Reef,2012,Outside,TRUE,0,0.0833,3,1.2917,0.125,0,0,0,0,0.1667,1.5,0,18.3333,104.4167,0,0,0,0.315,0,0,0.0139,0.0042,0,0,0.0014,0.0014,0.1174,0.4375,0.0187,0.0028,0,0,0.0014,0,0.0208,0,0,0,0,0,-0.11416666666666667
SC,Santa Cruz Island,PRF,Pedro Reef,2013,Outside,TRUE,0.0417,0.0833,6.75,0.375,0.0208,0,0,0,0.125,0.1667,0.2917,0,16.4167,96.1667,0,0,0,0.125,0,0.01,0.0097,0.0167,0,0,0,0.0035,0.1028,0.3222,0.0056,7e-4,0,0,0,0,0.0319,0,0,0,0,0,-0.29333333333333333
SC,Santa Cruz Island,PRF,Pedro Reef,2014,Outside,TRUE,0,0.0833,2.9167,0.1667,0.0208,0,0,0,0.6667,0,0.1667,0,12.0417,87.2917,0,0,0,7e-4,0,0,0.0431,0.0229,0,0,0,0.009,0.1021,0.0604,0.0042,0.0021,0,0,0,0,0.0236,0,0,0,0,0,0.13999999999999999
SC,Santa Cruz Island,PRF,Pedro Reef,2015,Outside,TRUE,0,2.1667,1.125,0.4167,0.0208,0,0,0,1.5417,0,0,0,4.7917,57.25,0,0,0,0.0028,0.03,0,0.1222,0.0299,0,0,0,0.0618,0.0958,0.1396,0.0035,0.0021,0,0,0,0,0.016,0,0,0,0,0,1.485
SC,Santa Cruz Island,PRF,Pedro Reef,2016,Outside,TRUE,0,2.5417,0.375,0.1667,0,0,0,2.125,2.625,0.0417,0.0417,0,4.0417,23.25,0,0,0.0025,0,71.965,0,0.0049,0.0056,0,0,0,0.2167,0.0722,0.0069,0.0035,0.0014,0,0,0,0,0.0021,0,0,0,0,0,0.35666666666666663
SC,Santa Cruz Island,PRF,Pedro Reef,2017,Outside,TRUE,0,0.5833,0.4167,0.3333,0,0,0,0.6667,2.875,0.0417,0.0833,0,7.3333,26.2917,0,0,0,0.0042,0.105,0,0.034,0.0229,0,0,0,0.0903,0.0382,2.916,0.0042,0.0028,0,0,0,0,0.0021,0,0,0,0,0,-0.17666666666666667
SC,Santa Cruz Island,PRF,Pedro Reef,2018,Outside,TRUE,0.0417,0.6667,0.125,0.1667,0,0,0,0.5,8.0417,0.0417,0.375,0,5,28.375,0,0,0,0.0014,0,7e-4,0.0153,0.0375,0,0,0,0.0708,0.0215,1.0465,0.0056,0.0035,0,0,0,0,0,0,0,0,0,0,0.039999999999999994
SC,Santa Cruz Island,PRF,Pedro Reef,2019,Outside,TRUE,0,0.4583,0.1667,0.1667,0,0,0,0.375,12.0417,0,0.0417,0,0.875,12.2917,0,0.0417,0,0,4.22,0,0.0125,0.0257,0,0,0,0.0722,0.0111,0.1104,7e-4,0.0049,0,0,0,0,0,0,0,0,0,0,0.75
AN,Anacapa Island,EFC,East Fish Camp,2005,Outside,TRUE,0.25,1.2917,2.875,0.2083,0,0,0,0,0.5833,0.2917,0.6667,0,17.9167,66.0833,0,0,0,0.025,0,0,0.0229,0.034,0,0,0,0.0181,0.0076,0.0896,0.0354,0.0035,0.0021,0,0,0,0.0069,0,0,0,0,0,0.04166666666666667
AN,Anacapa Island,EFC,East Fish Camp,2006,Outside,TRUE,0.2917,1,2.0417,0.3333,0,0,0,0,0.7083,0.125,0.9167,0,15.0833,75.1667,0,0.0417,0,0.01,0,0,0.0396,0.0229,0,0,0,0.0556,0.0069,0.1632,0.0708,0.0035,7e-4,0,0,0,0.0063,0,0,0,0,0,0.11416666666666668
AN,Anacapa Island,EFC,East Fish Camp,2007,Outside,TRUE,0.375,0.875,3.1667,0.2917,0,0,0,0,0.625,0.2917,1,0,12.3333,48.5417,0,0,0,0.01,0,0,0.0826,0.0215,0,0,0,0.0736,0.0083,0.3806,0.0972,0.0056,0.0014,0,0,0,0.0222,0,0,0,0,0,-0.5908333333333333
AN,Anacapa Island,EFC,East Fish Camp,2008,Outside,TRUE,0.0833,0.4583,1.0833,0.1667,0,0,0.0833,0,0.75,1.0833,0.5,0,11.7917,61.625,0,0.0417,0,0,0,0,0.0514,0.009,0,0,0,0.0035,0.0042,0.3236,0.1361,0.0069,0.0014,0,0,0,0.0167,0,0,0,0,0,-0.7583333333333333
AN,Anacapa Island,EFC,East Fish Camp,2009,Outside,TRUE,0.0833,0.7917,2.2917,0.2917,0,0,0,0,0.5417,0.4583,1.1667,0,14.8333,95.625,0,0.0417,0,0.015,0,0,0.0806,0.0278,0,0,0,0.1111,0.0049,0.2556,0.1319,0.0021,0.0014,0.0035,0,0,0.0097,0,0,0,0,0,0.3125
AN,Anacapa Island,EFC,East Fish Camp,2010,Outside,TRUE,0,0.875,1.8333,0.3333,0,0,0,0,0.375,0.3333,1.4583,0,16.7083,116.375,0,0,0,0.055,0,0,0.059,0.0083,0,0,0,0.0146,0.0035,0.166,0.0854,0.0021,0.0021,0,7e-4,0,0.0104,0,0,0,0,0,-0.4616666666666666
AN,Anacapa Island,EFC,East Fish Camp,2011,Outside,TRUE,0,0.7083,0.625,0.7083,0.1458,0,0,0,0.125,0.3333,1.2917,0,16.5,114.2083,0,0.125,0.0025,0.05,0,0,0.0785,0.0104,0,0,0,0.0049,0.0049,0.1007,0.1764,0.0042,0.0028,0,0.0021,0,0.0229,0,0,0,0,0,-0.8391666666666666
AN,Anacapa Island,EFC,East Fish Camp,2012,Outside,TRUE,0.0417,0.9583,5.2083,0.125,0.0833,0,0.0417,0,0.125,0.1667,0.875,0,9.8333,60.3333,0,0.0417,0,0.025,0,0,0.0896,0.0201,0,0,0,0.0056,0.0063,0.0528,0.0403,0.0056,0.0035,0,0.0028,0,0.0299,0,0,0,0,0,-0.11416666666666667
AN,Anacapa Island,EFC,East Fish Camp,2013,Outside,TRUE,0,0.7083,3.7083,0.2083,0.0417,0,0.0417,0,0,0.375,0.75,0,10.3333,67.9167,0,0.0833,0.005,0.065,0.0025,0,0.0125,0.0194,0,0,0,0.009,0.0035,0.0306,0.0118,0.0056,0.0021,0,7e-4,0,0.0299,0,0,0,0,0,-0.29333333333333333
AN,Anacapa Island,EFC,East Fish Camp,2014,Outside,TRUE,0,0.8333,1.4583,0.5,0,0,0,0,0.2917,0,0.0833,0,7.7917,59.7083,0,0.0417,0,0,1.095,0,0.05,0.0333,0,0,0,0.0597,0.0014,0.0201,0.0104,0.0014,0.0021,0,0,0,0.0132,0,0,0,0,0,0.13999999999999999
AN,Anacapa Island,EFC,East Fish Camp,2015,Outside,TRUE,0,3.4167,0.4583,0.4167,0.1667,0,0,0,0.4167,0.2083,0.2083,0,4.875,42.8333,0,0,0.0225,0,25.875,0,0.0646,0.0292,0,0,0,0.0361,0.0028,0.0292,0.0056,0.0028,0.0014,0,0,0,0.0104,0,0,0,0,0,1.485
AN,Anacapa Island,EFC,East Fish Camp,2016,Outside,TRUE,0.0833,2.75,0.1667,0.3333,0.0833,0,0,0,0.375,0.1667,0,0,4.5,24.5,0,0,0.055,0,7.0625,0,0.0361,0.0118,0,0,0,0.0889,0.0021,0.0222,0.0042,0.0028,7e-4,0,0,0,0.0049,0,0,0,0,0,0.35666666666666663
AN,Anacapa Island,EFC,East Fish Camp,2017,Outside,TRUE,0.2083,2.2083,0.0833,0.3333,0,0,0,0.0417,0.875,0.1667,0.0417,0,4.125,17.7083,0,0.0417,0,0,0,0,0.0118,0.0306,0,0,0,0.0215,7e-4,0.5299,0.0083,0.0035,7e-4,0,0,0,0.0049,0,0,0,0,0,-0.17666666666666667
AN,Anacapa Island,EFC,East Fish Camp,2018,Outside,TRUE,0.0833,1.25,0.0417,0.75,0,0,0,0,3.7083,0.2083,0,0,3.1667,20.2083,0,0.0833,0,7e-4,0.0025,0,0.0153,0.0278,0.0042,7e-4,0,0.0299,0.0014,0.3979,0.0243,0.0035,7e-4,0,0,0,7e-4,0,0,0,0,0,0.039999999999999994
AN,Anacapa Island,EFC,East Fish Camp,2019,Outside,TRUE,0.6667,1.5417,0.0833,0.5833,0,0,0,0,5.2083,0.0417,0.2083,0,1.5,14.5833,0,0,0,0,0.08,0,0.0035,0.0403,0,0,0,0.0722,0,0.416,0.0174,0.0049,0,7e-4,0,0,7e-4,0,0,0,0,0,0.75
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2005,Inside,TRUE,1.2083,0.875,1.125,0.125,0,0,0,0,0.0833,0.2917,0.125,0,4.625,0.6667,0,0,0,0.025,0,0,0,0.0042,0,0,0,7e-4,0.0042,0.0021,0.0958,7e-4,0.0035,0.0049,0,0,0.0181,0,0,0,0,0,0.04166666666666667
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2006,Inside,TRUE,1.2917,0.5,0.8333,0.2083,0,0,0,0,0.0833,0.5833,0.0417,0,5.8333,2.25,0,0.0833,0,0.015,0,0,0,0.0021,0,0,0,7e-4,0.0021,0,0.1167,0.0014,0.0028,0.0083,0,0,0.0104,0,0,0,0,0,0.11416666666666668
