IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,Reference,Alloclinus_holderi,Centrostephanus_coronatus,Coryphopterus_nicholsi,Cypraea_spadicea,Eisenia_arborea,Laminaria_farlowii,Lithopoma_gibberosa,Lythrypnus_dalli,Megastraea_undosa,Parastichopus_parvimensis,Patiria_miniata,Pterygophora_californica,Strongylocentrotus_franciscanus,Strongylocentrotus_purpuratus,Styela_montereyensis,Tegula_regina,Macrocystis_pyrifera,Pisaster_giganteus,Sargassum_horneri,Pisaster_ochraceus,Aplysia_californica,Crassedoma_giganteum,Haliotis_corrugata,Haliotis_fulgens,Haliotis_rufescens,Kelletia_kelletii,Lophogorgia_chilensis,Lytechinus_anamesus,Megathura_crenulata,Muricea_californica,Muricea_fruticosa,Panulirus_interruptus,Pycnopodia_helianthoides,Stylaster_californicus,Tethya_aurantia,Urticina_lofotensis,Haliotis_assimilis,Cryptochiton_stelleri,Haliotis_sorenseni,Undaria_pinnatifida,Mean_ONI_ANOM
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2007,Inside,TRUE,0.8333,0.1667,1,0.0417,0,0,0,0.2083,0.1667,1.0833,0.2083,0,1.9167,2.2083,0,0,0.0025,0.045,0,0,0,0.0028,0,0,0,0,0.0069,0,0.0819,7e-4,0.0014,0.0236,0,0,0.0035,0,0,0,0,0,-0.5908333333333333
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2008,Inside,TRUE,0.625,0.5,0.75,0,0,0,0,0.2083,0.0833,0.75,0.125,0,2.375,5.9167,0,0,0.065,0.005,0,0,0,0.0028,0,0,0,7e-4,0.0021,0.0014,0.0681,0,7e-4,0.0049,0,0,0.0222,0,0,0,0,0,-0.7583333333333333
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2009,Inside,TRUE,0.9167,0.5,1.5417,0.125,0,0.0208,0,0.5,0.0833,1.375,0.0417,0,3.125,31.75,0,0.0417,0.015,0.015,0,0,0,0.0049,0,0,0,0.0181,0.0049,0,0.0375,7e-4,0.0014,0.0403,0,0,0.0236,0,0,0,0,0,0.3125
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2010,Inside,TRUE,0.25,1.0417,1.875,0.125,0,0,0,0.1667,0.0417,2,0.125,0,2.625,34.7917,0,0.0417,0.08,0.04,0,0,7e-4,0.0056,0,0,0,0.0083,0.0042,0,0.0076,7e-4,0.0014,0.0208,0,0,0.034,0,0,0,0,0,-0.4616666666666666
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2011,Inside,TRUE,0.2083,0.4583,3.125,0.2083,0,0,0,0.0833,0,1.75,0.1667,0,2.0833,23.2917,0,0.125,0,0.025,0,0,0,0.0063,0,0,0,0,0.0028,0.0014,0.0056,7e-4,0.0014,0.0069,0,0,0.0472,0,0,0,0,0,-0.8391666666666666
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2012,Inside,TRUE,0.0417,0.3333,2.5833,0,0.0625,0.0208,0,0,0.0417,1.4583,0.0417,0,0.2917,4.75,0,0.125,0.005,0.05,0.1175,0,0,0.0049,0,0,0,7e-4,0.0049,0,0.0021,0,0,0.0528,0,0,0.0174,0,0,0,0,0,-0.11416666666666667
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2013,Inside,TRUE,0.125,0.4583,2.4583,0.0833,0,0.2917,0,0,0.0417,1,0.125,0,0.1667,0.5833,0,0.0417,0.0325,0.02,3.58,0,0,0.0028,0,0,0,0,0.0069,7e-4,7e-4,7e-4,0,0.0437,0,0,0.0347,0,0,0,0,0,-0.29333333333333333
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2014,Inside,TRUE,0.1667,1.0833,1.5417,0.0417,0.0208,0.75,0,0.0417,0.0833,0.7083,0.0417,0,0.2083,0.25,0,0,0.055,0.0014,4.9875,0,0,0,0,0,0,0,0.0028,0,0,7e-4,0,0.0257,0,0,0.0396,0,0,0,0,0,0.13999999999999999
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2015,Inside,TRUE,0.7083,1.8333,0.5,0.125,0.0625,0.7083,0,0.5417,0.1667,0.4583,0,0,0,0.0417,0,0.0417,0.055,0,32.19,0,0,0.0083,0,0,0,0.0014,0.0014,0.0021,0,0,0,0.1264,0,0,0.0361,0,0,0,0,0,1.485
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2016,Inside,TRUE,1.375,3.2917,0.0833,0,0,0,0,1.25,0.125,0.2083,0,0,0.0833,0,0,0,0.01,0,42.865,0,0,0.0104,0,0,0,0.0104,0.0028,0,0,7e-4,0,0.0861,0,0,0.0243,0,0,0,0,0,0.35666666666666663
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2017,Inside,TRUE,1.2917,2.7083,1.0417,0.0417,0.0417,0.375,0,1.4583,0.25,0.375,0,0,0.125,0.2917,0,0,0.08,0,20.3875,0,0,0.0056,0,0,0,7e-4,0.0076,0.1292,0,0.0014,0.0014,0.0625,0,0,0.0146,0,0,0,0,0,-0.17666666666666667
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2018,Inside,TRUE,5.4167,1.2917,0.3333,0,0.0417,2.6458,0,2.25,1.25,0.4167,0,0,0.0417,0.0417,0,0.0833,0.11,7e-4,7.3825,0,0,0.0236,7e-4,0,0,0.0083,0.1014,0.0028,0,0.0118,7e-4,0.1326,0,0,0.0056,0,0,0,0,0,0.039999999999999994
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2019,Inside,TRUE,1.1667,2.2917,0.25,0.0417,0,0.6042,0,1.0833,1.7083,0.4167,0,0,0.0833,0.25,0,0.125,0.0725,7e-4,4.3675,0,0.0021,0.0076,0,0,0,0.0035,0.1486,1.375,0,0.0514,0.0028,0.0153,0,0,0.0049,0,0,0,0,0,0.75
AN,Anacapa Island,LH,Lighthouse,2005,Outside,TRUE,0,0.375,0.4167,0.1667,0.0833,0.0208,0,0,1.4583,0.0833,0.3333,0,4.4167,13.25,0,0,0.215,0.02,0,0,0,0.0285,0,0,0,0.0437,0.0715,0,0.0479,0.1583,0.0153,0,0,0,0.0257,0,0,0,0,0,0.04166666666666667
AN,Anacapa Island,LH,Lighthouse,2006,Outside,TRUE,0,0.75,0.7917,0.0417,0,0,0,0,0.25,0.2917,0.4583,0,12.8333,55.75,0,0,0,0.01,0,0,0.0083,0.009,0,0,0,0.0035,0.059,7e-4,0.0375,0.1472,0.0125,0,0,0,0.0243,0,0,0,0,0,0.11416666666666668
AN,Anacapa Island,LH,Lighthouse,2007,Outside,TRUE,0.2083,0.4583,2.9583,0.0833,0,0,0.0833,0,0.1667,0.375,0.6667,0,9.625,34.625,0,0.0417,0,0.04,0,0,0.0042,0.0056,0,0,0,0.1222,0.0667,0.009,0.0222,0.1597,0.0236,0.0021,0,0,0.034,0,0,0,0,0,-0.5908333333333333
AN,Anacapa Island,LH,Lighthouse,2008,Outside,TRUE,0.25,0.2083,0.9167,0,0,0,0,0,0.0833,0.5,0.375,0,10.7917,33.4167,0,0,0,0.085,0,0,0.0049,0.0042,0,0,0,0.0111,0.0521,0.0382,0.0222,0.1646,0.0049,0,0,0,0.0292,0,0,0,0,0,-0.7583333333333333
AN,Anacapa Island,LH,Lighthouse,2009,Outside,TRUE,0.125,0.125,1.7083,0.0417,0,0,0,0,0.2083,0.6667,1.6667,0,7.2083,47.7917,0,0,0,0.09,0,0,0.0326,0.0035,0,0,0,0.0785,0.0479,0.0806,0.0319,0.1632,0.0063,0,0,0,0.0472,7e-4,0,0,0,0,0.3125
AN,Anacapa Island,LH,Lighthouse,2010,Outside,TRUE,0,0.5833,0.4167,0.2083,0,0,0,0,0,0.4583,0.875,0,5.0833,54.75,0,0,0,0.075,0,0,0.0243,0.0035,0,0,0,0.0021,0.0479,0.0299,0.0389,0.1389,0.0139,0,0,0,0.041,0,0,0,0,0,-0.4616666666666666
AN,Anacapa Island,LH,Lighthouse,2011,Outside,TRUE,0,0.2083,0.1667,0.5417,0.0208,0,0,0,0.5417,0.6667,2,0,7.9167,78.9167,0,0.0833,0,0.08,0,0,0.0243,0.0035,0,0,0,0,0.0403,0.0417,0.0368,0.1354,0.0083,0,0,0,0.0368,0,0,0,0,0,-0.8391666666666666
AN,Anacapa Island,LH,Lighthouse,2012,Outside,TRUE,0,0.375,2,0.125,0.0208,0,0,0,0.0833,0.3333,2.375,0,9.2917,81.5833,0,0,0,0.135,0,0.045,0.0174,0.0118,0,0,0,0,0.0437,0.0826,0.0222,0.1556,0.0021,7e-4,0.0021,0,0.0646,0,0,0,0,0,-0.11416666666666667
AN,Anacapa Island,LH,Lighthouse,2013,Outside,TRUE,0,0.7917,1.9167,0.2917,0,0,0,0,0,0.3333,1.0417,0,10.2917,91.9583,0,0.0417,0,0.1,0,0.035,0.0208,0.016,0,0,0,0,0.0319,0.0063,0.0049,0.1583,0.0042,0,0,0,0.0528,0,0,0,0,0,-0.29333333333333333
AN,Anacapa Island,LH,Lighthouse,2014,Outside,TRUE,0,0.2917,2,0.0833,0.0417,0,0,0,0.1667,0.0833,1.2917,0,5.4583,70.5,0,0.125,0.0025,0.0021,0,0,0.0444,0.0097,0,0,0,0.0028,0.0312,0.0174,0.0063,0.1375,0.0028,7e-4,0,0,0.0458,0,0,0,0,0,0.13999999999999999
AN,Anacapa Island,LH,Lighthouse,2015,Outside,TRUE,0,2.3333,0.875,0.2917,0,0,0,0,0.0833,0.125,0,0,1.8333,35.75,0,0,0,0.0014,0.34,0,0.0299,0.0236,0,0,0,0.0042,0.0243,0.0035,7e-4,0.1417,0.0028,0,0,0,0.0167,0,0,0,0,0,1.485
AN,Anacapa Island,LH,Lighthouse,2016,Outside,TRUE,0,2.2917,0.1667,0,0,0,0,0,0.25,0,0.0833,0,0.7083,7.9583,0,0,0,0,0.3625,0,0.0875,0.0174,0,0,0,0.0319,0.0181,0.0347,0,0.1542,0.0028,0,0,0,0.0146,0,0,0,0,0,0.35666666666666663
AN,Anacapa Island,LH,Lighthouse,2017,Outside,TRUE,0,1.4583,0.1667,0,0.0417,0,0,0,1.4167,0.0833,0.1667,0,0.4583,4.5833,0,0,0.0725,0,2.065,0,0.0208,0.0035,0,0,0,0.0104,0.0056,0.2257,0,0.1236,0.0028,7e-4,0,0,0.0049,0,0,0,0,0,-0.17666666666666667
AN,Anacapa Island,LH,Lighthouse,2018,Outside,TRUE,0.0417,0.75,0.0417,0,0.0417,0,0,0,1.6667,0,0.1667,0,1.3333,9.5833,0,0,0.025,0,2.58,0,0,0.0069,0,0,0,0.0097,0.0056,0.1035,0.0014,0.1417,0.0021,0.0014,0,0,0.0035,0,0,0,0,0,0.039999999999999994
AN,Anacapa Island,LH,Lighthouse,2019,Outside,TRUE,0.4583,0.5417,0,0,0,0,0,0,7.125,0.1667,0.0417,0,0.75,3.2917,0,0,0.26,0,8.94,0,0.0028,0.0069,0,0,0,0.0604,0.0076,0,0.0035,0.1368,0.0014,7e-4,0,0,0.0028,0,0,0,0,0,0.75
SB,Santa Barbara Island,WA,Webster's Arch,2005,Outside,TRUE,0.125,0.625,0.1667,1.0417,0,0,0,0,0.3333,0.4167,2,0,11.2917,68.625,0,0,0,0.115,0,0,0.0368,0.0049,0,0,0,0.0028,0.0028,0.0028,0.0201,0.0021,0,7e-4,7e-4,0,7e-4,0,0,0,0,0,0.04166666666666667
SB,Santa Barbara Island,WA,Webster's Arch,2006,Outside,TRUE,0.125,0.4583,0.1667,0.5417,0,0,0.0417,0,0.5,0.5833,1.5,0,10.5417,76.0417,0,0.3333,0,0.1,0,0,0.0521,0.0083,0,0,0,0.0028,0.0049,7e-4,0.0382,0.0014,7e-4,0.0021,7e-4,0,7e-4,0,0,0,0,0,0.11416666666666668
SB,Santa Barbara Island,WA,Webster's Arch,2007,Outside,TRUE,0,0.2917,0.0417,0.0833,0,0,0.0417,0,0.5,0.2917,1.4167,0,10.125,79.5417,0,0.0833,0,0.05,0,0,0.1312,0.0139,0,0,0,0.0014,0.0035,0.0028,0.075,0.0035,0,0.0028,0.0035,0,7e-4,0,0,0,0,0,-0.5908333333333333
SB,Santa Barbara Island,WA,Webster's Arch,2008,Outside,TRUE,0,0.25,0.0417,0.5417,0,0,0,0,1.1667,0.5417,2.2917,0,9.4167,83.9583,0,0.5833,0,0.065,0,0,0.0222,0.0056,0,0,0,0,0.0063,0.0014,0.0674,0.0035,7e-4,0,0.0014,0,0.0014,0,0,0,0,0,-0.7583333333333333
SB,Santa Barbara Island,WA,Webster's Arch,2009,Outside,TRUE,0.0417,0.0417,0.1667,0.7083,0,0,0.2083,0,0.8333,0.375,1.7083,0,8.9583,51.75,0,0.3333,0,0.135,0,0,0.0674,0.0063,0,0,0,0.0028,0.0035,0,0.0729,0.0042,7e-4,0,0.0014,0,0.0014,0,0,0,0,0,0.3125
SB,Santa Barbara Island,WA,Webster's Arch,2010,Outside,TRUE,0.0417,0.375,0,0.625,0.2083,0,0.0417,0,0.2083,0.125,2.125,0,7.4583,42.9583,0,0.4583,0,0.06,0,0,0.1618,0.0028,0,0,0,7e-4,0.0035,7e-4,0.0701,0.0021,0,0,0.0028,0,7e-4,0,0,0,0,0,-0.4616666666666666
SB,Santa Barbara Island,WA,Webster's Arch,2011,Outside,TRUE,0,0.3333,0.0833,0.625,0.0417,0,0.0417,0,0.2917,0.125,2.1667,0,7.0417,52,0,0.2917,0,0.15,0,0,0.0319,0.0049,0,0,0,0,0.0042,7e-4,0.0764,0.0021,0,7e-4,0.0083,0,0.0028,0,0,0,0,0,-0.8391666666666666
SB,Santa Barbara Island,WA,Webster's Arch,2012,Outside,TRUE,0,0,0,0.3333,0,0,0,0,0.25,0,2.75,0,4.6667,22.4167,0,0.25,0,0.105,0,0,0.025,0.0028,0,0,0,0,0.0042,0,0.034,0.0028,0.0021,0,0.0132,0,0.0035,0,0,0,0,0,-0.11416666666666667
SB,Santa Barbara Island,WA,Webster's Arch,2013,Outside,TRUE,0,0.125,0.0417,0.0417,0,0,1.25,0,3.2917,0,0.6667,0,4.7917,37.8333,0,0.5417,0,0.04,0,0,0.0431,0.0215,0,0,0,0,0.0014,0.0069,0.0528,0.0035,0,0,0.0014,7e-4,0.0056,0,0,0,0,0,-0.29333333333333333
SB,Santa Barbara Island,WA,Webster's Arch,2014,Outside,TRUE,0,0.0417,0.125,0.9583,0.125,0,2.25,0,0.7083,0,0.75,0,4.2083,14.625,0,1.25,0.0075,0,0,0,0.0139,0.0028,0,0,0,0,0.0014,0,0.0181,0.0042,0.0014,0,0,0.0014,0.0014,0,0,0,0,0,0.13999999999999999
SB,Santa Barbara Island,WA,Webster's Arch,2015,Outside,TRUE,0.0417,1.6667,0.0417,0.4583,0.3125,0,1.4167,0,1.25,0,0.1667,0.0417,4.4167,4.1667,0,0.6667,0.0925,0,0.0025,0,0.084,0.0938,0,0,0,0.0035,0.0014,0.0035,0.0069,0.0042,7e-4,0.0014,0,0,0.0049,0,0,0,0,0,1.485
SB,Santa Barbara Island,WA,Webster's Arch,2016,Outside,TRUE,0,1.8333,0,0.3333,0.4167,0,0.5,0,1.0417,0.0417,0.0417,0,4,12.7083,0,0.1667,1.3475,0,0.3275,0,0.0382,0.0361,0,0,0,0.0076,0.0021,0.0056,0.0049,0.0049,0,7e-4,0,0,0.0035,0,0,0,0,0,0.35666666666666663
SB,Santa Barbara Island,WA,Webster's Arch,2017,Outside,TRUE,0.1667,1.25,0,0.3333,0.2292,0,0.1667,0,1.75,0,0.125,0,4.6667,14.4583,0,0.1667,0.56,0,0.0025,0,0,0.0382,0,0,0,0.0326,0,0.0278,7e-4,0.0028,7e-4,0.009,0,0,0.0035,0.0014,0,0,0,0,-0.17666666666666667
SB,Santa Barbara Island,WA,Webster's Arch,2018,Outside,TRUE,0.0833,0.7917,0,0.25,1.0208,0,0,0,1.5,0,0.125,0,2.25,18.9167,0,0.0417,0.1725,7e-4,0.0075,0,0.0014,0.0576,0,0,0,0.0444,0.0042,0.0542,7e-4,0.0028,0,0.0021,0,0,7e-4,0,0,0,0,0,0.039999999999999994
SB,Santa Barbara Island,WA,Webster's Arch,2019,Outside,TRUE,0.4167,0.9583,0,0.9167,1.0833,0.0417,0,0,2.4583,0.0833,0.5833,0,3.2917,24.6667,0,0,0.28,0,0.055,0,0.0792,0.1201,0,0,0,0.0396,0.025,0.0542,0,0.0049,0,0.0049,0,0,0.0021,0,0,0,0,0,0.75
SB,Santa Barbara Island,GC,Graveyard Canyon,2005,Inside,TRUE,0.0833,0.0417,1.5833,0.0417,0,0,0,0,0.0417,0.0417,0.5833,0,6.0417,14.7083,0,0,0,0.02,0,0,0.0292,0,0,0,0,0,0.0257,0.0111,0.0056,0.0132,0,0,0.0021,0,0.0257,0,0,0,0,0,0.04166666666666667
SB,Santa Barbara Island,GC,Graveyard Canyon,2006,Inside,TRUE,0,0.0417,0.2917,0,0,0,0,0,0.0417,0.0417,0.4583,0,5.5417,13.2917,0,0,0,0.035,0,0,0.0285,7e-4,0,0,0,0.0021,0.0264,0.0111,0.0035,0.0222,0.0056,0,0,0,0.0236,0,0,0,0,0,0.11416666666666668
SB,Santa Barbara Island,GC,Graveyard Canyon,2007,Inside,TRUE,0,0.0417,0.3333,0.0417,0,0,0,0,0.0833,0.0833,0.0417,0,4.5417,14.6667,0,0,0,0.005,0,0,0.0785,0.0014,0,0,0,7e-4,0.0299,0.2125,0.0076,0.0125,0.0014,0,0,0,0.0382,0,0,0,0,0,-0.5908333333333333
SB,Santa Barbara Island,GC,Graveyard Canyon,2008,Inside,TRUE,0,0.0417,0.2917,0,0,0,0,0,0.0417,0.4583,0.25,0,5.1667,16.8333,0,0,0,0.015,0,0,0.0187,0.0021,0,0,0,0,0.0187,0.0757,0.0014,0.0111,7e-4,0,0,0,0.0424,0,0,0,0,0,-0.7583333333333333
SB,Santa Barbara Island,GC,Graveyard Canyon,2009,Inside,TRUE,0.0417,0.0417,1.2083,0.0417,0,0,0,0,0,0.0833,0.6667,0,2.1667,25.2917,0,0,0,0.02,0,0,0.0493,0.0042,0,0,0,0,0.0271,0.0326,0.0014,0.0146,0.0028,0,0,0,0.0569,0,0,0,0,0,0.3125
SB,Santa Barbara Island,GC,Graveyard Canyon,2010,Inside,TRUE,0,0.0833,0.2917,0,0.0208,0,0,0,0.0417,0.0833,0.2083,0,1.8333,28.8333,0,0,0.0425,0.005,0,0,0.0562,0,0,0,0,0,0.0194,0.009,7e-4,0.0139,0.0014,0,0,0,0.0465,0,0,0,0,0,-0.4616666666666666
SB,Santa Barbara Island,GC,Graveyard Canyon,2011,Inside,TRUE,0,0.0417,0.5,0,0,0,0,0,0,0.0833,0.5417,0,2.7917,53.875,0,0,0,0.025,0,0,0.0819,0.0014,0,0,0,0,0.0194,0,0,0.0132,0,0,0,0,0.0437,0,0,0,0,0,-0.8391666666666666
SB,Santa Barbara Island,GC,Graveyard Canyon,2012,Inside,TRUE,0,0,0.4167,0.1667,0,0,0,0,0,0.125,0.4583,0,1.2917,34.5833,0,0,0.0025,0.045,0,0,0.016,7e-4,0,0,0,0,0.016,0,0,0.0069,0,0,0,0,0.0319,0,0,0,0,0,-0.11416666666666667
SB,Santa Barbara Island,GC,Graveyard Canyon,2013,Inside,TRUE,0,0.0417,0.0417,0,0,0,0,0,0.0417,0.0417,0.3333,0,0.125,5.8333,0,0,0.03,0.005,0,0,0.0014,0.0042,0,0,0,0,0.0139,0,0,0.0076,0,7e-4,7e-4,0,0.0431,0,0,0,0,0,-0.29333333333333333
SB,Santa Barbara Island,GC,Graveyard Canyon,2014,Inside,TRUE,0,0.0417,0.2917,0,0,0.0208,0,0,0.0833,0.0417,0.0833,0,0.625,7.7083,0,0,0.51,0,0.155,0,0,0.0049,0,0,0,0,0.009,0,7e-4,0.0118,0,0,0,0,0.0771,0,0,0,0,0,0.13999999999999999
SB,Santa Barbara Island,GC,Graveyard Canyon,2015,Inside,TRUE,0,0.0833,0.1667,0.0833,0,0,0,0,0.2083,0.0833,0,0,0,2.0417,0,0,0.185,0,0.2775,0,7e-4,0.0069,0,0,0,0,0.0028,0,0,0.0104,0,0,0,0,0.0417,0,0,0,0,0,1.485
SB,Santa Barbara Island,GC,Graveyard Canyon,2016,Inside,TRUE,0,0.125,0,0.0417,0,0,0,0,0.25,0,0,0,0,0.125,0,0,0.0925,0,5.805,0,0.0153,0.0028,0,0,0,0,0,0.0083,0,0.0125,0,0.0035,0,0,0.0229,0,0,0,0,0,0.35666666666666663
SB,Santa Barbara Island,GC,Graveyard Canyon,2017,Inside,TRUE,0,0,0,0,0,0,0,0,0.0417,0,0,0.1042,0,0.0417,0,0,0.375,0,0.2825,0,0.0049,0.0049,0,0,0,0,0,0.0382,0,0.0104,0,0,0,0,0.0229,0,0,0,0,0,-0.17666666666666667
SB,Santa Barbara Island,GC,Graveyard Canyon,2018,Inside,TRUE,0,0.0833,0,0.4583,0.0208,0,0,0,0.5833,0,0,0,0,0.25,0,0,0.0925,0,0.045,0,0.0049,0.0042,0,0,0,0,0.0083,0.0326,0,0.0118,0,0.0021,0,0,0.0271,0,0,0,0,0,0.039999999999999994
SB,Santa Barbara Island,GC,Graveyard Canyon,2019,Inside,TRUE,0.0833,0.1667,0,0.125,0.0208,0.0833,0,0,0.9167,0.0417,0,0.0208,0,0.625,0,0,0.05,0,0.02,0,7e-4,0.0035,0,0,0,7e-4,0.0097,0,0,0.009,0,0,0,0,0.0194,0,0,0,0,0,0.75
SB,Santa Barbara Island,SER,Southeast Reef,2005,Inside,TRUE,0.2917,0.8333,0.0833,0.2083,0.2292,0.1458,0,0,0.0417,1.7917,0.0833,0,11.2917,12.9167,0,0,0.115,0.1,0,0,0.0021,0.0035,0,0,0,0,0.0056,0,0.0021,0.0042,7e-4,0.0014,7e-4,0,0.0028,0,0,0,0,0,0.04166666666666667
SB,Santa Barbara Island,SER,Southeast Reef,2006,Inside,TRUE,0.0833,0.5,0.0833,0.0833,0.0417,0.0208,0,0,0.125,1.4583,0.25,0.0417,15.5833,11.5833,0,0.25,0.115,0.115,0,0,0.0076,0.0028,0,0,0,0,0.0035,0,0.0028,0.0028,7e-4,0,0,0,7e-4,0,0,0,0,0,0.11416666666666668
SB,Santa Barbara Island,SER,Southeast Reef,2007,Inside,TRUE,0,0.25,0.0417,0.2083,0.1875,0,0,0,0.125,1.5417,0.0417,0,14.125,10.625,0,0.6667,0.1275,0.045,0,0,0.0611,0.0167,0,0,0,0,0.0083,0,0.0035,0.0049,0,0.0014,0,0,0.0014,7e-4,0,0,0,0,-0.5908333333333333
SB,Santa Barbara Island,SER,Southeast Reef,2008,Inside,TRUE,0.0417,0.125,0.1667,0.0417,0.125,0,0,0,0.4167,1.0833,0,0,8.3333,16.4583,0,0.0417,0.2475,0.035,0,0,0.0118,0.05,0,0,0,0,0.0049,0.0111,0.0014,0.0035,0.0021,0.0021,0,0,0.0021,0,0,0,0,0,-0.7583333333333333
SB,Santa Barbara Island,SER,Southeast Reef,2009,Inside,TRUE,0,0.1667,0.125,0,0.3125,0.0208,0,0,0.0417,0.7917,0,0,8.7917,4.4583,0,0,0.1875,0.06,0,0,0.0181,0.0153,0,0,0,0,0.0076,0,0.0076,0.0049,0,7e-4,0,0,0.0021,0,0,0,0,0,0.3125
SB,Santa Barbara Island,SER,Southeast Reef,2010,Inside,TRUE,0,0.7083,0.0417,0.0417,0.125,0,0,0,0.0833,1.2917,0,0,6.6667,2.5,0,0.0417,0.1925,0.09,0,0,0.0396,0.0035,0,0,0,0,0.0035,0.0063,0.0028,0.0049,0.0014,0.0028,0,0,0.0021,0,0,0,0,0,-0.4616666666666666
SB,Santa Barbara Island,SER,Southeast Reef,2011,Inside,TRUE,0.0833,0.375,0.1667,0.125,0.1667,0.0833,0,0,0.0833,0.9583,0,0,7.9167,9.0417,0,0.0833,0.57,0.075,0.005,0,0.0715,0.0222,0,0,0,0,0.0028,0,0.0076,0.0049,0,0.0056,0,0,0.0028,0,0,0,0,0,-0.8391666666666666
SB,Santa Barbara Island,SER,Southeast Reef,2012,Inside,TRUE,0,0.4583,0.375,0,0.3125,0.1458,0,0,0.125,1.0417,0.0833,0,7.3333,5.8333,0,0.0417,0.3,0.12,0,0,0,0.0201,7e-4,0,0,0,0.0035,0.0056,0.0035,0.0028,7e-4,0.0014,0,0,0.0042,0,0,0,0,0,-0.11416666666666667
SB,Santa Barbara Island,SER,Southeast Reef,2013,Inside,TRUE,0,0.25,0.3333,0.25,0.1458,0.0208,0,0,0.0417,0.2917,0,0,6.0417,3.6667,0,0.0833,0.0625,0.035,0,0,0,0.1042,0,0,0,0,0.0028,0,0.0042,0.0014,0,7e-4,0,0,0.0063,0,0,0,0,0,-0.29333333333333333
SB,Santa Barbara Island,SER,Southeast Reef,2014,Inside,TRUE,0,0.2083,0.3333,0.0833,0.2083,0.0417,0,0,0.0417,0.375,0,0,7.4583,3.125,0,0.25,0.3525,0.0056,0,0,0,0.1757,7e-4,0,0,0,0.0042,0,0.0056,0.0028,0,0.0049,0,0,0.0083,0,0,0,0,0,0.13999999999999999
SB,Santa Barbara Island,SER,Southeast Reef,2015,Inside,TRUE,0.2917,2.5,0.125,0.1667,0.7292,0.0208,0.0417,0.0417,0.3333,0.2083,0,0,3.6667,1.9583,0,0.9583,0.1425,7e-4,3.3225,0,0.0014,0.1125,0,0,0,0.0021,0.0028,0.0042,0.0021,0.0028,7e-4,0.0049,0,0,0.0028,0,0,0,0,0,1.485
SB,Santa Barbara Island,SER,Southeast Reef,2016,Inside,TRUE,0.4167,2.8333,0,0.0833,0.3958,0.0625,0,0.0833,1,0.4583,0,0,1.125,0.6667,0,0,0.13,0.0014,3.205,0,0.0014,0.0424,7e-4,0,0,0,0,0.0139,0,0.0028,0,0.0146,0,0,0.0028,0,0,0,0,0,0.35666666666666663
SB,Santa Barbara Island,SER,Southeast Reef,2017,Inside,TRUE,0.0833,1.7917,0,0,0.375,0.0208,0,0,0.4167,0.25,0,0,1.9583,1.5833,0,0,0.2925,0,1.57,0,0,0.0507,0,0,0,0.0111,0.0014,0.0014,7e-4,0.0021,0.0014,0.0174,0,0,0,0,0,0,0,0,-0.17666666666666667
SB,Santa Barbara Island,SER,Southeast Reef,2018,Inside,TRUE,0.5417,2.2917,0,0.0833,0.0833,0.4375,0,0,0.625,0.2917,0.0417,0,1.125,1.9583,0,0,0.2225,0.0014,0.405,0,0,0.0486,0,0,0,0.0083,7e-4,0.016,0,0.0028,7e-4,0.0215,0,0,7e-4,0,0,0,0,0,0.039999999999999994
SB,Santa Barbara Island,SER,Southeast Reef,2019,Inside,TRUE,0.4583,2.125,0,0.0833,0.1667,0.625,0,0,1.2083,0.1667,0,0,1.4167,2,0,0.0417,0.3,0,0.1625,0,0,0.0382,0,7e-4,0,0.0069,7e-4,0.0014,0,0.0042,7e-4,0.0215,0,0,7e-4,0,0,0,0,0,0.75
